name,color,status,resolution,screentech,screensize,rear_cam,front_cam,pin,sim,cpu,ram,rom,os,gpu,size,weight,tech,wifi,bluetoorh,port,price,link
(MUHQ2)-Macbook Pro 13-inch 128G Silver (i5-1.4 GHz) – 2019 (Hàng chính hãng),silver,new,13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors,retina,13.3-inch,720p FaceTime HD camera,No,Li-Po 58 Wh,No,"intel intel quad-core Intel Core i5 1.4GHz 1.4GHz quad-core Intel Core i5, Turbo Boost up to 3.9GHz Intel Iris Plus 655",16GB 8GB onboard memory LPDDR3,128GB PCIe-based onboard SSD,MacOS,Intel Iris Plus 655,undefined,1.3,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,"* Two Thunderbolt 3 (USB-C) ports with support for: * Charging, DisplayPort, Thunderbolt (up to 40 Gbps) * USB-C 3.1 Gen 2 (up to 10 Gbps)",26.990.000,https://www.techone.vn/muhq2-macbook-pro-13-inch-128g-silver-i5-1-4-ghz-2019-hang-chinh-hang.html
The New macbook (2017) 12″ – MNYL2 – Gold – 2017,gold,new,"2304-by-1440 resolution at 226 pixels per inch with support for millions of colors; 16:10 aspect ratio; Supported scaled resolutions: (1440 by 900, 1280 by 800, 1024 by 640)",retina,12-inch (diagonal),720p FaceTime HD camera,No,29W USB-C Power Adapter,No,intel Core i5 processor Core i5 processor 1.3GHZ Core i5 Intel HD Graphics 615,8GB LPDDR3 1866MHz,512GB PCIe-based onboard flash storage,MacOS,Intel HD Graphics 615,undefined,920g,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,USB-C port with support for: Charging; USB 3.1 Gen 1 (up to 5 Gbps),33.490.000,https://www.techone.vn/the-new-macbook-2017-12-mnyl2-gold-2017.html
Macbook Pro 13″ 128GB (2017) MPXR2 SILVER,silver,new,2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors 500 nits brightness; Wide color gamut (P3).,retina,13.3-inch (diagonal) LED-backlit display with IPS technology;,720p FaceTime HD camera,No,61W USB-C Power Adapter,No,Intel dual-core Intel Core i5 chip thế hệ 7 ( kaby lake) 2.3GHz Intel Iris Graphics 640,8GB 2133MHz,128GB,MacOS,Intel Iris Graphics 640,30.41 x 21.24 x 1.49 cm,"1,37",Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,"2 x ports Thunderbolt 3 (USB-C); Support for Charging, DisplayPort, ThunderBolt (up to 40Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",26.890.000,https://www.techone.vn/macbook-pro-13-128gb-2017-mpxr2-silver.html
The New macbook (2017) 12″ – MNYG2 – SPACE GRAY – 2017,space gray,new,"2304-by-1440 resolution at 226 pixels per inch with support for millions of colors; 16:10 aspect ratio; Supported scaled resolutions: (1440 by 900, 1280 by 800, 1024 by 640)",retina,12-inch (diagonal),720p FaceTime HD camera,No,29W USB-C Power Adapter,No,intel Core i5 processor Core i5 processor 1.3GHZ Core i5 Intel HD Graphics 615,8GB LPDDR3 1866MHz,512GB PCIe-based onboard flash storage,MacOS,Intel HD Graphics 615,undefined,920g,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,USB-C port with support for: Charging; USB 3.1 Gen 1 (up to 5 Gbps),33.490.000,https://www.techone.vn/the-new-macbook-2017-12-mnyg2-space-gray-2017.html
MacBook Pro 13” Touch Bar 512GB (2017) MPXW2 SPACE GRAY,space gray,new,2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors 500 nits brightness; Wide color gamut (P3).,retina,13.3-inch (diagonal) LED-backlit display with IPS technology;,720p FaceTime HD camera,No,61W USB-C Power Adapter,No,Intel dual-core Intel Core i5 processor dual-core Intel Core i5 processor 3.1GHz Intel Iris Plus Graphics 650,8GB onboard memory LPDDR3 2133MHz,512GB PCIe-based onboard SSD,MacOS,Intel Iris Plus Graphics 650,30.41 x 21.24 x 1.49 cm,"1,37",Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Thunderbolt,41.390.000,https://www.techone.vn/macbook-pro-13-touch-bar-512gb-2017-mpxw2-space-gray.html
Macbook Pro 13″ Touch Bar 256GB (2017) MPXX2 SILVER,silver,new,2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors 500 nits brightness; Wide color gamut (P3).,retina,13.3-inch (diagonal) LED-backlit display with IPS technology;,720p FaceTime HD camera,No,61W USB-C Power Adapter,No,Intel dual-core Intel Core i5 processor dual-core Intel Core i5 processor 3.1GHz Intel Iris Plus Graphics 650,8GB onboard memory LPDDR3 2133MHz,256GB PCIe-based onboard SSD,MacOS,Intel Iris Plus Graphics 650,30.41 x 21.24 x 1.49 cm,"1,37",Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Thunderbolt,38.390.000,https://www.techone.vn/macbook-pro-13-touch-bar-256gb-2017-mpxx2-silver.html
(MV902) – MacBook Pro 15 inch Touch Bar 256GB Space Gray- 2019 (Hàng chính hãng),space gray,new,2880 x 1800,retina,15,720p FaceTime HD camera,No,87W USB-C Power Adapter,No,"intel Intel Core i7 quad-core 8th 2.4GHz 2.6GHz 6‑core 9th‑generation Intel Core i7 processor, Turbo Boost up to 4.5GHz Intel UHD Graphics 630",8GB onboard memory LPDDR3 2133MHz,256GB PCIe-based onboard SSD,MacOS,Intel UHD Graphics 630,undefined,1.8,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Four Thunderbolt 3 (USB-C) ports with support for: * Charging * DisplayPort * Thunderbolt (up to 40Gb/s) * USB 3.1 Gen 2 (up to 10Gb/s),41.800.000,https://www.techone.vn/mv902-macbook-pro-15-inch-touch-bar-256gb-space-gray-2019-hang-chinh-hang.html
The New Macbook (2017) 12” – 256GB – MNYK2 – Gold,gold,new,"2304-by-1440 resolution at 226 pixels per inch with support for millions of colors; 16:10 aspect ratio; Supported scaled resolutions: (1440 by 900, 1280 by 800, 1024 by 640)",retina,12-inch (diagonal),720p FaceTime HD camera,No,29W USB-C Power Adapter,No,intel dual-core Intel Core M3 processor 1.2GHz Core i5 Intel HD Graphics 615,8GB LPDDR3 1866MHz,256GB PCIe-based onboard flash storage,MacOS,Intel HD Graphics 615,undefined,920g,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,USB-C port with support for: Charging; USB 3.1 Gen 1 (up to 5 Gbps),27.690.000,https://www.techone.vn/the-new-macbook-2017-12-256gb-mnyk2-gold.html
MacBook Pro 2020 13 inch 1TB – Chính hãng – MWP82-Silver – 16GB Ram,silver,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,58.2 W h Li-Poly,No,Intel Core i5 2.0GHz quad‑core 10th‑generation,16GB,1TB,MacOS,card onboard,undefined,1.4 kg,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Four Thunderbolt 3 ports,43.400.000,https://www.techone.vn/macbook-pro-2020-13-inch-1tb-chinh-hang-mwp82-silver-16gb-ram.html
MacBook Pro 2020 13 inch 1TB – Chính hãng – MWP52-Grey – 16GB Ram,gray,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,58.2 W h Li-Poly,No,Intel Core i5 2.0GHz quad‑core 10th‑generation,16GB,1TB,MacOS,card onboard,undefined,1.4 kg,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Four Thunderbolt 3 ports,43.400.000,https://www.techone.vn/macbook-pro-2020-13-inch-1tb-chinh-hang-mwp52-grey-16gb-ram.html
MacBook Pro 2020 13 inch 512GB – Chính hãng – MXK52 – Grey – 8GB Ram,gray,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,58.2 W h Li-Poly,No,Intel Core i5 1.4GHz quad‑core 8th‑generation,8GB,512GB,MacOS,card onboard,undefined,1.4 kg,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Two Thunderbolt 3 ports,35.340.000,https://www.techone.vn/macbook-pro-2020-13-inch-512gb-chinh-hang-mxk52-grey-8gb-ram.html
MacBook Pro 2020 13 inch 256GB – Chính hãng – MXK62-Silver – 8GB Ram,silver,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,58.2 W h Li-Poly,No,Intel Core i5 1.4GHz quad‑core 8th‑generation,8GB,256GB,MacOS,card onboard,undefined,1.4 kg,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Two Thunderbolt 3 ports,30.190.000,https://www.techone.vn/macbook-pro-2020-13-inch-256gb-chinh-hang-mxk62-silver-8gb-ram.html
MacBook Pro 2020 13 inch 256GB – Chính hãng – MXK32-Grey – 8GB Ram,gray,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,"58,2 W Li-Poly",No,Intel Core i5 quad‑core 8th‑generation 1.4GHz,8GB,256GB,MacOS,card onboard,undefined,"1,4 kg",Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Hai cổng Thunderbolt 3,29.890.000,https://www.techone.vn/macbook-pro-2020-13-inch-256gb-chinh-hang-core-i5-ram-8gb.html
The New Macbook (2017) 12” – 256GB – MNYM2 – Rose Gold,rose gold,new,"2304-by-1440 resolution at 226 pixels per inch with support for millions of colors; 16:10 aspect ratio; Supported scaled resolutions: (1440 by 900, 1280 by 800, 1024 by 640)",retina,12-inch (diagonal),720p FaceTime HD camera,No,29W USB-C Power Adapter,No,intel dual-core Intel Core M3 processor 1.2GHz Core i5 Intel HD Graphics 615,8GB LPDDR3 1866MHz,256GB PCIe-based onboard flash storage,MacOS,Intel HD Graphics 615,undefined,920g,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,USB-C port with support for: Charging; USB 3.1 Gen 1 (up to 5 Gbps),27.690.000,https://www.techone.vn/the-new-macbook-2017-12-256gb-mnym2-rose-gold.html
The New macbook (2017) 12″ – MNYJ2 – SILVER – 2017,silver,new,"2304-by-1440 resolution at 226 pixels per inch with support for millions of colors; 16:10 aspect ratio; Supported scaled resolutions: (1440 by 900, 1280 by 800, 1024 by 640)",retina,12-inch (diagonal),720p FaceTime HD camera,No,29W USB-C Power Adapter,No,intel Core i5 processor Core i5 processor 1.3GHZ Core i5 Intel HD Graphics 615,8GB LPDDR3 1866MHz,512GB PCIe-based onboard flash storage,MacOS,Intel HD Graphics 615,undefined,920g,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,USB-C port with support for: Charging; USB 3.1 Gen 1 (up to 5 Gbps),33.490.000,https://www.techone.vn/the-new-macbook-2017-12-mnyj2-silver-2017.html
MacBook Pro 2020 13 inch 512GB – Chính hãng – MWP72 – Silver – 16GB Ram,silver,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,58.2 W h Li-Poly,No,Intel Core i5 quad‑core 10th‑generation 2.0GHz,16GB,512gb,MacOS,card onboard,undefined,1.4 kg,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Four Thunderbolt 3 ports,42.300.000,https://www.techone.vn/macbook-pro-2020-13-inch-512gb-chinh-hang-core-i5-ram-16gb.html
MacBook Pro 2020 13 inch 512GB – Chính hãng – MWP42-Grey – 16GB Ram,gray,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,58.2 W h Li-Poly,No,Intel Core i5 2.0GHz quad‑core 10th‑generation,16GB,512GB,MacOS,card onboard,undefined,1.4 kg,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Four Thunderbolt 3 ports,41.300.000,https://www.techone.vn/macbook-pro-2020-13-inch-512gb-chinh-hang-mwp42-grey-16gb-ram.html
MacBook Pro 2020 13 inch 512GB – Chính hãng – MXK72 – Silver – 8GB Ram,silver,new,1560 x 1600,retina,13,720p FaceTime HD camera,No,58.2 W h Li-Poly,No,Intel Core i5 quad‑core 8th‑generation 1.4GHz,8GB,512GB,MacOS,card onboard,undefined,1.4 kg,Mac,"""Wi-Fi 802.11 b/g/n/ac""",yes,Two Thunderbolt 3 ports,35.340.000,https://www.techone.vn/macbook-pro-2020-13-inch-512gb-chinh-hang-core-i5-ram-8gb.html
